Find,ChildNumber,Quantity,RefDes,Implementation,Value,PCB Footprint,Notes
1,IC-92126,1,U1,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
